StyleId,StyleImages
11846940,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/11846940/2020/9/25/c240bf51-b83e-4468-8a93-a8f3fd78b1141601029454009-HRX-by-Hrithik-Roshan-Men-Jackets-6241601029451849-3.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""bottom"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/11846940/2020/9/25/8b9f2af5-a10a-4268-9d2c-fe99172c4fd01601029453811-HRX-by-Hrithik-Roshan-Men-Jackets-6241601029451849-7.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 7}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/11846940/2020/9/25/4865add2-7c5e-4627-bee0-1c5840cfd72d1601029454113-HRX-by-Hrithik-Roshan-Men-Jackets-6241601029451849-1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/11846940/2020/9/25/4865add2-7c5e-4627-bee0-1c5840cfd72d1601029454113-HRX-by-Hrithik-Roshan-Men-Jackets-6241601029451849-1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/11846940/2020/9/25/36318043-a736-4841-acaf-22d1423e67321601029454057-HRX-by-Hrithik-Roshan-Men-Jackets-6241601029451849-2.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""left"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/11846940/2020/9/25/170a36fc-7409-487d-9b90-acc5213dc28d1601029453918-HRX-by-Hrithik-Roshan-Men-Jackets-6241601029451849-5.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 5}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/11846940/2020/9/25/861020d9-d6cf-4452-9c17-0478bcc25f4b1601029453963-HRX-by-Hrithik-Roshan-Men-Jackets-6241601029451849-4.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/11846940/2020/9/25/4865add2-7c5e-4627-bee0-1c5840cfd72d1601029454113-HRX-by-Hrithik-Roshan-Men-Jackets-6241601029451849-1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/14/11481690710087-jacket_men.png""}, ""top"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/11846940/2020/9/25/14f99f57-c397-437c-bc3a-394714c364d11601029453872-HRX-by-Hrithik-Roshan-Men-Jackets-6241601029451849-6.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 6}}"
26146744,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/2ba8iqGd_7b1047aa8e9547d5b79ccbd560c18278.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/DfosiEhH_1cae9006c0bf43feb208193a5e017d0d.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/2025/DECEMBER/12/DfosiEhH_1cae9006c0bf43feb208193a5e017d0d.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/mlyzpFh3_6857ee26a198410c8bd09da2118289b9.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""left"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/ew3R3T7j_9ff1ff11e9014f9490561c5c64a88736.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 5}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/q3oK0LAf_daf2d615ec5d4131a2dca25e306b0ddf.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/DfosiEhH_1cae9006c0bf43feb208193a5e017d0d.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/14/11481690710087-jacket_men.png""}, ""top"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/p7J3kYSN_e488be390b0d4d12bf3ec5b769551258.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 6}}"
28641796,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/7DAi0MNA_6d10ade94de24be1b690f5bbf7e025c5.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/gInV2Z8F_84ad968764ae4ec7a00afaa122e9b343.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/2025/DECEMBER/12/gInV2Z8F_84ad968764ae4ec7a00afaa122e9b343.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/bI4w5NTx_f53e18217d9f48f4a36a640976cba752.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""left"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/ZsEi1kFP_c683a7653dd144e58d1abd758b401e56.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 5}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/d78KfxZl_a054de1d81954a87a1f8cc7ed02d1ef5.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/gInV2Z8F_84ad968764ae4ec7a00afaa122e9b343.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/14/11481690710087-jacket_men.png""}, ""top"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/12/5LPeMTfT_98df284a904f48e78f976737e27520a8.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 6}}"
31162118,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/APRIL/24/YcfNiLN9_34b98260e5c948e382e07fee9b61ca49.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/APRIL/24/Lmymwynh_0c2bfc47761f4874acbddb1aa9d36f69.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/2025/APRIL/24/Lmymwynh_0c2bfc47761f4874acbddb1aa9d36f69.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/APRIL/24/TgGFXm1I_ebee2762421f4a98a72a8b7c35cd6807.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/APRIL/24/gxfoRhOH_29a84fcb01a1443589d9c64a21b5cbfc.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/APRIL/24/Lmymwynh_0c2bfc47761f4874acbddb1aa9d36f69.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/14/11481690710087-jacket_men.png""}}"
33187095,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/OCTOBER/17/yiJSbyvc_f5a136a6ea2f412db0ed8903d2bef6e9.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""bottom"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/OCTOBER/17/IBY3kMyS_42bb375004b841438e4a442454054d82.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 7}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/OCTOBER/17/0RTRSHc7_8f8051a916d54779b6ee2815410904e1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/2025/OCTOBER/17/0RTRSHc7_8f8051a916d54779b6ee2815410904e1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/OCTOBER/17/i3DUlnQ9_05f852b5ec9f407092cdba19ce2c9e3f.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""image11"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/OCTOBER/17/Nxx7vSfi_a2943f44a7054cea9b198ff9eb8fe415.jpg"", ""order"": 11}, ""left"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/OCTOBER/17/XA1vTzH1_8d558c4274c648a3bd516094002cf74b.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 5}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/OCTOBER/17/Dv7r4bhO_2880e002a5b144d5958f775e27ccad3f.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/OCTOBER/17/0RTRSHc7_8f8051a916d54779b6ee2815410904e1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/14/11481690710087-jacket_men.png""}, ""top"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/OCTOBER/17/P3KrNdnz_eb7881657d014fec8f63335271d7160d.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 6}}"
33570152,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/11/lyGP8EDQ_6c57ac48b5ff417eaa15ea47559830ed.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/11/4Sz1GPpI_60b1261348e6459fa15b011f73c5d444.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/2025/DECEMBER/11/4Sz1GPpI_60b1261348e6459fa15b011f73c5d444.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/11/R849sKl4_c8d3f920463d41049a4b636841b87cef.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""left"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/11/Z7QLWFq2_d91968fb43c5477d8fa182ad523bc839.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 5}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/11/wIIFvUYZ_6965547d64e1488eb4a453eb0296a200.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/11/4Sz1GPpI_60b1261348e6459fa15b011f73c5d444.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/14/11481690710087-jacket_men.png""}}"
38545169,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/10/biflxNfX_1d4692dfa3ba484fb82530f2a6732ef8.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""bottom"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/10/EgcOkMgV_33c0af993f884d93a429c4c36507f3f3.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 7}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/10/lmkyTZX0_06c2f5c5db1c472db847969a26bfe9bf.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/2025/DECEMBER/10/lmkyTZX0_06c2f5c5db1c472db847969a26bfe9bf.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/10/i3VExVH9_d273115a9a074065a90d87818306788c.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""left"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/10/GXLataTm_f5813f375d054fb6977d54ad5a57e24c.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 5}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/10/21T3pxq6_4026e64bce6b48b280fc159df05f5f4e.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/10/lmkyTZX0_06c2f5c5db1c472db847969a26bfe9bf.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/14/11481690710087-jacket_men.png""}, ""top"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/DECEMBER/10/9HT6kmkr_118f2cafd7294a4ea341fc839a85e363.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 6}}"
31282156,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2026/JANUARY/9/Ee9ubexI_c0c3d928f12d42b0baf160e5d2a923ab.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""bottom"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2026/JANUARY/9/uuYa7cYv_7c599d7ff8f241d79e8c9354913c0017.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 7}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2026/JANUARY/9/pZVuUiKc_e2c77e5e78ef41738dce636b3d4db9d1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/2026/JANUARY/9/pZVuUiKc_e2c77e5e78ef41738dce636b3d4db9d1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2026/JANUARY/9/Z0Rh4ItK_087f226875d24ceeb4cac3fa3f1e3902.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""left"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2026/JANUARY/9/SxPZGx4u_28a931748cb74a698a9e1ba0f6dac163.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 5}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2026/JANUARY/9/xM0Omo1T_a6b933f1156e40068fdcc76816ba30d6.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2026/JANUARY/9/pZVuUiKc_e2c77e5e78ef41738dce636b3d4db9d1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/14/11481690710087-jacket_men.png""}, ""top"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2026/JANUARY/9/4FlEWXQx_4f9393cf13e141bfa9ef5d99e51c3f30.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 6}}"
31400852,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/APRIL/23/91eUQ6ea_d002322bb6844922ab89caba8263e049.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/APRIL/23/7MWsWwgc_2831a6c2c7114762ae41954fc5d85fce.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/2025/APRIL/23/7MWsWwgc_2831a6c2c7114762ae41954fc5d85fce.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/APRIL/23/k0CkcUyG_9980334e62e1421b99fd19405556b044.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/APRIL/23/b5lbZP90_8384c39df7474402be275584c6e57fc8.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/2025/APRIL/23/7MWsWwgc_2831a6c2c7114762ae41954fc5d85fce.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/14/11481690710087-jacket_men.png""}}"
25756782,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/25756782/2024/2/2/ffb3a59a-e96c-4a20-91c6-1f7096012b7d1706867126826-Levis-Men-Jeans-4681706867126446-3.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""bottom"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/25756782/2024/2/2/48882dc1-1b5f-4f6f-bbd3-f0e4b5e367db1706867126797-Levis-Men-Jeans-4681706867126446-7.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 7}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/25756782/2024/2/2/3f51f92b-2663-452d-b1bd-b03827c445171706867126839-Levis-Men-Jeans-4681706867126446-1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/25756782/2024/2/2/3f51f92b-2663-452d-b1bd-b03827c445171706867126839-Levis-Men-Jeans-4681706867126446-1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/25756782/2024/2/2/dcfc3209-4b69-46f9-b4b9-0e43131421c41706867126832-Levis-Men-Jeans-4681706867126446-2.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""left"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/25756782/2024/2/2/39a788ee-61b7-4692-b6f7-8022acd327d21706867126812-Levis-Men-Jeans-4681706867126446-5.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 5}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/25756782/2024/2/2/922cab0d-1933-43e2-ba02-ce738598d7461706867126819-Levis-Men-Jeans-4681706867126446-4.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/25756782/2024/2/2/3f51f92b-2663-452d-b1bd-b03827c445171706867126839-Levis-Men-Jeans-4681706867126446-1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/12/11481538267773-Jeans.png""}, ""top"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/25756782/2024/2/2/a25f90a7-67ab-4772-a351-e039dcda5b401706867126805-Levis-Men-Jeans-4681706867126446-6.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 6}}"
27367934,"{""back"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/27367934/2024/5/7/0613f6f0-d8f9-4061-abd3-e133afa103291715075851728-Levis-Men-Jeans-1751715075851313-3.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 3}, ""bottom"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/27367934/2024/5/7/0a6596af-5c62-41e5-bea7-ba2b0029fb9a1715075851688-Levis-Men-Jeans-1751715075851313-7.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 7}, ""default"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/27367934/2024/5/7/d6deff05-b3f1-490b-a14f-606efa7200f31715075851749-Levis-Men-Jeans-1751715075851313-1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 1}, ""default_deprecated"": {""imageUrl"": ""https://azmyntra.myntassets.com/dam-assets/assets/images/27367934/2024/5/7/d6deff05-b3f1-490b-a14f-606efa7200f31715075851749-Levis-Men-Jeans-1751715075851313-1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""front"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/27367934/2024/5/7/05568a41-b513-40ea-a8aa-19b73455c1ee1715075851738-Levis-Men-Jeans-1751715075851313-2.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 2}, ""left"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/27367934/2024/5/7/e3f0846c-1dcc-43ef-9d2e-c2c64e3b4e4f1715075851707-Levis-Men-Jeans-1751715075851313-5.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 5}, ""right"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/27367934/2024/5/7/27585162-ce0a-46aa-b66b-159b3ed08f981715075851718-Levis-Men-Jeans-1751715075851313-4.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 4}, ""search"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/27367934/2024/5/7/d6deff05-b3f1-490b-a14f-606efa7200f31715075851749-Levis-Men-Jeans-1751715075851313-1.jpg"", ""supportedResolutions"": ""1080X1440,540X720,180X240,360X480,150X200,96X128,81X108,48X64"", ""order"": 9999}, ""size_representation"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/sizechart/2016/12/12/11481538267773-Jeans.png""}, ""top"": {""imageUrl"": ""http://assets.myntassets.com/assets/images/27367934/2024/5/7/9f5e6379-8880-43aa-92a8-97b6d40d36261715075851697-Levis-Men-Jeans-1751715075851313-6.jpg"", ""supportedResolutions"": ""1080X1440,540X720,360X480,48X64,81X108"", ""order"": 6}}"
